"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"303347",8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542179",11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261103",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"245523",0,0,0,0,0,0,0,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318963",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587501",1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"553019",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300348",20,3,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"308981",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"294350",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268148",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256305",6,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"99573",0,0,0,0,2,0,0,0,0,0,0,0,9,23,20,0,0,0,0,0,0,0,0,0,0,0
"591233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"549508",2,0,1,0,0,0,0,0,0,0,0,0,2,14,10,0,0,1,0,0,0,0,0,0,0,0
"21213",0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"526851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306627",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291169",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308945",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332604",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296218",1,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,2,1,1
"218868",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327454",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137403",0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"109719",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"540270",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129393",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546510",3,2,5,2,118,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"99598",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189900",0,0,0,0,0,0,0,0,0,0,0,0,2,23,12,0,0,1,0,0,0,0,0,0,1,0
"256827",0,0,0,0,0,0,0,0,0,0,1,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0
"225848",0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"308963",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"144084",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146402",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148704",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144258",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"203209",0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"232941",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167498",0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"233664",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"303036",1,0,0,126,723,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,34,29,19
"523051",0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"230364",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"190844",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518598",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289541",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243150",6,3,1,6,6890,19,3,0,3,2,6,1,2,2,1,0,1,1,0,1,3,1,23,2,2,3
"323400",0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,1,0
"157566",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175375",0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"171772",2,2,1,2,2,0,1,0,19,0,4,1,0,2,1,0,1,3,0,2,101,10775,126,8,1,2
"227953",0,0,0,90,526,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,17,28,19
"259569",36,45,36,32411,77724,37,12,6,40,13,50,14,84,20,13,2,9,23,34,5,119,65,2385,13736,11663,10770
"104780",10,9,8,2541,4711,19,2,2,7,3,22,3,14,0,3,0,9,4,4,0,6,13,152,683,600,585
"138006",8,1,2,6724,10745,6,1,0,4,2,9,3,0,3,4,0,3,1,0,0,1,93,57,5,2,0
"103685",7,0,8,2,4102,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"335530",0,0,1,26,466,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,3,282,181,1,0,1
"181095",20,7,14,18,8594,21,8,0,8,2,6,3,3,5,2,1,3,5,1,1,2,9,407,6,7,9
"214981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"569158",1,0,0,236,963,3,0,14,1,0,2,3,0,1,1,1,0,0,0,0,0,0,62,0,0,1
"233805",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355255",0,1,0,831,2,9,0,0,1,0,1,1,2,2,0,1,1,0,0,0,0,0,0,3,0,0
"216599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204176",0,0,0,1,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200982",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148007",0,0,0,16,179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,14
"202261",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150403",0,0,0,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0
"358872",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"146656",0,0,0,5,16,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,2,1
"108457",0,1,0,0,0,0,0,0,1,0,1,6,176,492,520,1,3,1,0,0,0,0,0,1,0,1
"206450",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"573374",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"291587",1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
"212713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"289776",0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
"254135",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345195",6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"295364",73,15,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"312256",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580964",8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538465",0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0
"509797",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21,142,22,0,0,1,0,0
"340420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,57,0,0,0,0,1
"148286",0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,18,30,0,0,0,0,0
"160369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,0,0,0,0,0,0,0
"509437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,3,0,0,0,0,0,0
"105877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"114259",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"535852",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"79430",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,5,10,9,0,0,0,0,0
"258089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0
"577375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0
"2475",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"157385",0,0,0,0,0,0,0,0,0,0,2,3,51,211,243,4,1,0,14,63,37,0,0,4,0,0
"554336",0,0,0,0,0,0,0,0,0,0,0,0,1,23,25,10,0,1,0,9,7,0,0,0,0,0
"566082",0,0,0,0,0,0,0,0,0,0,0,1,14,108,64,0,1,0,0,0,1,0,0,0,0,0
"513117",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"319486",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"81597",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0
"518764",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"511060",0,0,0,0,0,0,0,0,0,0,0,0,1,20,42,0,0,0,0,0,0,0,0,0,0,0
"534571",0,0,0,0,0,0,0,0,0,0,1,1,74,211,173,0,0,0,0,1,7,0,0,1,1,0
"558868",0,1,0,0,0,0,0,0,0,0,0,0,1,32,33,0,0,0,0,0,0,0,0,0,0,0
"80463",0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0
"571923",0,0,1,1,1,1,0,0,0,0,8,8,819,1790,1515,7,3,0,0,2,0,0,1,4,0,0
"211941",1,0,1,0,2,1,0,0,2,0,7,14,1413,3000,2647,19,4,3,1,0,1,0,7,4,0,0
"567930",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"149863",0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0
"593277",1,0,1,0,0,0,0,0,0,0,0,0,28,86,59,3,0,0,0,0,0,0,0,0,0,0
"139672",0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0,0,0,0,0
"239593",0,1,1,0,0,0,0,1,0,2,9,17,507,2713,2331,8,2,0,0,0,7,0,3,3,0,0
"145424",0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0
"509493",0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0
"146292",0,0,0,0,0,0,0,0,0,0,1,0,3,32,34,0,0,0,0,0,0,0,0,0,0,0
"157434",0,2,1,1,1,0,0,0,0,1,5,21,281,1319,1255,6,1,0,2,0,1,0,0,1,0,0
"267968",0,0,0,0,0,0,0,0,0,0,1,7,32,77,36,1,0,0,3,0,4,0,0,0,0,0
"130615",0,0,1,1,0,1,1,0,3,2,12,20,592,2669,2525,15,9,0,5,17,13,0,2,1,0,0
"230769",0,0,0,0,0,0,0,0,0,0,0,3,13,49,50,1,0,0,0,0,0,0,0,0,0,0
"509310",0,0,0,0,0,0,0,0,1,2,0,2,104,466,359,3,2,0,0,3,1,0,0,0,1,0
"560267",2,8,0,0,0,0,0,0,2,0,1,0,65,379,336,2,9,0,10,27,27,1,0,0,0,0
"315021",0,0,0,0,1,0,0,0,1,0,2,2,143,763,755,6,1,2,51,19,16,1,1,0,1,0
"57445",0,0,0,0,0,0,0,0,0,0,0,0,1,21,21,0,17,1,20,5,7,0,0,0,0,0
"570855",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0
"353370",0,0,0,0,0,0,0,0,0,0,0,0,2,9,12,0,1,1,1,0,2,0,0,0,0,0
"267276",1,0,0,0,0,0,0,0,0,0,1,0,15,78,93,0,3,0,1,0,1,0,0,0,0,0
"159438",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,33,395,381,3,0,5,0,0
"559789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"214814",0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,0,0,0,0,0,0,0,0,0,0,0
"107777",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"56432",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114252",0,2,0,0,0,0,1,0,0,0,1,0,2,1,0,1,7,1,0,0,0,0,0,0,0,0
"109319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0
"134023",0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,1,0
"558040",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"219867",0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0
"142695",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"77751",0,0,0,0,0,0,0,0,0,0,0,0,8,64,67,0,4,0,0,0,0,0,0,1,0,0
"135753",0,0,0,0,0,0,0,0,0,0,2,0,12,28,38,0,0,0,1,5,1,0,0,0,0,0
"221828",0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0
"270605",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343959",26,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"248651",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212612",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293605",164,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"295940",17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112800",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509329",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278831",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
"272261",1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526392",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"513523",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232505",0,0,0,1,2,1,1,0,9,7,10,9934,66,13,53,1,1,2,0,0,0,0,1,3,2,1
"578548",3,5,1,0,0,0,0,0,0,0,5,16,35,6,0,0,0,0,0,0,0,0,0,0,0,0
"543813",66,2999,1,0,1,1,0,22,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,16,1
"334320",27,29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251049",65,21,35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"103093",10,18,1,0,0,0,0,0,1,1,15,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0
"219243",112,219,27,0,0,1,0,0,0,1,18,4,22,4,14,0,0,0,0,0,0,0,0,0,1,1
"244639",612,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
"332717",1225,494,710,0,0,2,23,4,0,2,132,2,70,22,48,1,0,2,0,1,0,1,1,5,2,0
"353811",129,280,0,0,0,0,0,0,0,3,429,14,6,5,3,0,2,0,1,0,0,0,0,0,1,1
"142131",218,159,146,0,0,0,1,0,0,2,17,40,89,11,21,0,2,0,0,0,0,0,0,5,2,2
"240552",61,141,4,0,0,1,0,0,0,0,25,0,10,11,5,0,0,0,0,0,0,0,0,2,0,0
"533024",0,0,2,0,0,0,0,0,0,0,6,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0
"361111",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231977",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226802",29,229,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"140883",13,92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2483",254,43,64,0,0,0,0,16,2,0,3,3,1,1,0,0,32,1,0,0,0,0,0,1,0,0
"553113",115,3654,1,0,2,3,0,0,1,1,22,24,36,30,22,0,1,1,0,0,1,0,1,2,13,1
"179289",11,415,0,0,0,0,30,1,0,3,62,1115,112,43,68,2,1,0,1,0,0,1,1,0,2,0
"539235",54,625,79,0,0,3,132,19,1,10,479,88,16,5,13,0,3,0,1,0,0,0,0,1,3,0
"277727",80,256,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,11,0,0,1,1,0
"583756",566,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0
"144069",164,54,27,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
"222673",170,357,0,0,0,0,0,0,0,0,0,8,9,73,48,0,0,0,0,0,0,0,0,0,1,0
"304078",20,48,0,0,0,0,0,0,0,0,1,0,74,135,131,0,0,0,0,0,0,0,0,0,0,0
"113559",25,49,67,0,0,0,0,0,1,0,4,634,7,6,5,0,0,0,0,0,0,0,0,1,0,0
"284644",15,402,1,0,0,0,0,0,0,0,1,0,27,87,88,0,0,0,0,0,0,0,0,0,1,0
"223126",35,522,13,0,0,0,9,0,0,0,0,0,50,104,181,3,0,0,0,0,0,0,0,0,1,0
"113674",170,656,1,0,0,0,4,0,1,0,0,1,8,18,29,0,0,0,0,0,0,0,0,1,3,0
"348830",0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"309050",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593017",1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,8,1,0,0,0,0,1,0
"82023",7,43,0,0,0,1,0,0,0,0,1,1,202,348,341,2,0,0,0,1,0,0,0,1,0,0
"326466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0
"536400",11,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"113309",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257151",27,100,56,0,0,0,0,0,0,0,0,691,33,51,45,0,0,1,2,2,0,0,0,2,0,0
"144042",29,848,202,0,0,0,0,0,0,0,1,1,47,204,190,1,0,0,0,3,13,0,0,0,3,0
"81939",12,67,34,0,0,1,0,0,0,0,0,0,9,14,14,0,0,0,0,0,0,0,0,0,0,0
"167598",1,88,11,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
"197142",2,53,1,0,0,0,7,0,0,0,0,0,2,8,15,0,0,0,0,0,6,0,0,1,0,0
"527601",2,5,144,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,1,0,0,0,1
"584477",26,195,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,1,0,0,0,0,0
"525642",11,202,1,0,1,0,0,0,0,0,0,1,6,52,85,0,0,0,0,0,3,0,0,1,2,0
"135933",0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"307869",1,3,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0,0,0,0,0
"593617",0,6,0,0,0,0,0,0,0,0,0,0,5,34,39,1,5,10,0,0,1,0,0,0,0,0
"227169",1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279186",0,11,13,0,0,0,0,0,0,0,1,0,0,41,18,0,0,0,1,26,45,0,0,1,0,0
"419525",3,12,19,0,0,0,0,0,0,0,12,161,2,18,19,1,0,0,0,0,0,0,0,0,1,1
"99927",4,17,1,0,0,0,1,0,4,3,99,2248,29,9,30,2,109,7,1,0,0,0,1,1,0,2
"56235",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548184",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238434",11,46,5,0,3,0,0,0,1,1,1,19,3,0,4,0,1,0,0,1,0,0,0,1,0,0
"370124",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160802",0,0,0,0,0,54,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305278",1,3,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"321863",1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248306",55,188,647,0,0,179,374,146,1,2,25,1,2,11,4,0,10,0,1,0,1,0,0,2,1,3
"405895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236952",47,89,32,0,0,6,60,2,2,12,1446,37,0,0,3,0,0,0,0,0,1,0,0,0,1,1
"366805",342,148,460,0,0,2,48,14,0,0,40,94,2,2,1,0,1,1,0,3,0,1,0,2,0,2
"235879",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198091",881,338,2,0,0,12,11,4,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,4,2,0
"2481",48,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148944",0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"465948",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209091",4,14,26,0,0,2,0,0,0,0,19,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"44075",93,14,1,0,0,1,11,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"237550",10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283608",260,85,2,0,0,6,15,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,1,0
"306541",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520492",147,37,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"585420",6,15,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160886",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141107",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549127",12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142324",1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397119",16,131,51,0,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"70559",459,126,48,0,0,26,86,15,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0
"68384",0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"238897",5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,0,0,0,0
"108062",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"19131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"258308",0,4,10,0,1,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212927",2,2,2,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
