"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Tsukamurella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44e-06,7.16e-06,9.65e-06,2.481e-05,1.813e-05,1.316e-05,2.205e-05,1.157e-05,1.13e-05,6.74e-06,1.067e-05,1.553e-05,2.659e-05,7.12e-06,2.309e-05,4.13e-06,2.288e-05,6.63e-06,1.992e-05,3.54e-06,7.06e-06,2.98e-05,1.744e-05,8.74e-06,9.3e-06,7.62e-06,1.881e-05,5.69e-06,1.014e-05,1.034e-05,5.68e-06,1.011e-05,2.34e-06,6.97e-06,1.485e-05,1.679e-05,1.211e-05,1.582e-05,1.074e-05,6.76e-06,1.166e-05,1.148e-05,5.21e-06,4.48e-06,1.186e-05,7.23e-06,1.74e-05,4.96e-06,1.353e-05,1.947e-05,5.57e-06,1.427e-05,2.237e-05,1.043e-05,1.503e-05,5.05e-06,1.07e-05,1.033e-05,1.716e-05,5.73e-06,1.362e-05,7.28e-06,5.33e-06,1.002e-05,2.52e-05,2.45e-06,5.71e-06,5.94e-06,4.3e-06,1.212e-05,2.06e-06,3.22e-06,1.569e-05,1.013e-05,7.31e-06,7.18e-06,2e-06,9.85e-06,7.3e-06,6.59e-06,4.86e-06,1.567e-05,2.71e-06,4.35e-06,7.78e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ureaplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.103e-05,8.59e-06,4.84e-06,9.93e-05,3.541e-05,2.403e-05,3.205e-05,3.747e-05,3.041e-05,3.715e-05,2.597e-05,2.732e-05,0.00023329,1.522e-05,3.541e-05,1.064e-05,5.851e-05,2.404e-05,4.797e-05,8.57e-06,1.892e-05,0.00014461,7.355e-05,3.739e-05,1.654e-05,3.091e-05,3.062e-05,4.316e-05,0.00010089,7.232e-05,1.763e-05,3.243e-05,1.061e-05,5.517e-05,3.189e-05,6.99e-06,0.00010529,2.12e-05,2.656e-05,5.58e-06,6.502e-05,3.556e-05,1.224e-05,5.61e-06,1.176e-05,1.975e-05,4.863e-05,1.5e-06,2.304e-05,1.94e-05,2.105e-05,3.265e-05,7.687e-05,2.352e-05,2.698e-05,7.51e-06,2.079e-05,2.788e-05,3.986e-05,2.94e-06,1.923e-05,3.762e-05,1.912e-05,0.00010845,3.626e-05,1.494e-05,5.17e-06,3.675e-05,4.672e-05,2.171e-05,1.046e-05,6.23e-06,8.95e-06,4.297e-05,2.565e-05,5.813e-05,1.381e-05,7.13e-05,2.431e-05,7.089e-05,4.977e-05,6.7e-06,7.05e-06,6.41e-06,1.253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waddlia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79e-06,1.74e-06,2.32e-06,1.442e-05,5.77e-06,5.08e-06,1.053e-05,5.82e-06,5.48e-06,4.74e-06,3.93e-06,9.28e-06,1.055e-05,3.51e-06,9.96e-06,2.84e-06,1.308e-05,4.73e-06,1.088e-05,4.26e-06,3.66e-06,2.249e-05,1.309e-05,3.39e-06,2.89e-06,3.99e-06,7.19e-06,2.68e-06,7.52e-06,6.29e-06,2.75e-06,4.54e-06,1.85e-06,5.19e-06,6.53e-06,5.37e-06,1.186e-05,6.53e-06,4.39e-06,1.77e-06,7.55e-06,4.77e-06,3.1e-06,1.94e-06,4.58e-06,3.34e-06,8.73e-06,1.03e-06,4.26e-06,3.9e-06,2.25e-06,4.19e-06,8.06e-06,4.85e-06,5.56e-06,2.6e-06,7.33e-06,3.82e-06,9.25e-06,2.64e-06,2.41e-06,4.18e-06,1.65e-06,4.11e-06,4.63e-06,3.28e-06,1.74e-06,2.38e-06,2.49e-06,6.24e-06,2.52e-06,2.56e-06,4.25e-06,4.41e-06,3.13e-06,4.05e-06,2.4e-07,3.17e-06,2.9e-06,5.61e-06,3.8e-06,2.77e-06,1.28e-06,2.29e-06,2.52e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36e-06,2.14e-06,3.18e-06,1.091e-05,9.97e-06,6.54e-06,1.464e-05,5.8e-06,4.1e-06,5.38e-06,3.72e-06,4.01e-06,1.099e-05,3.01e-06,1.496e-05,5.05e-06,1.474e-05,6.26e-06,1.183e-05,2.61e-06,3.66e-06,2.291e-05,1.435e-05,3.24e-06,3.27e-06,6.99e-06,7.62e-06,4e-06,8.05e-06,6.23e-06,3.54e-06,4.78e-06,1.93e-06,4.91e-06,6.42e-06,7.29e-06,7.99e-06,4.65e-06,2.98e-06,1.89e-06,6.5e-06,5.47e-06,3.32e-06,4.29e-06,5.3e-06,1.99e-06,8.78e-06,2.48e-06,5.03e-06,5.01e-06,2.32e-06,5.26e-06,4.45e-06,4.64e-06,5.84e-06,4.1e-06,5.58e-06,3.77e-06,5.02e-06,4.02e-06,2.43e-06,3.82e-06,2.49e-06,3.95e-06,5.23e-06,4.03e-06,2.91e-06,2.87e-06,2.91e-06,5.25e-06,2.78e-06,2.73e-06,4.47e-06,3.38e-06,1.6e-06,4.2e-06,1.45e-06,4.1e-06,3.37e-06,3.46e-06,3.88e-06,4.47e-06,2.7e-06,1.95e-06,3.67e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xanthobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334e-05,1.283e-05,1.503e-05,3.499e-05,2.082e-05,1.982e-05,2.958e-05,1.914e-05,1.365e-05,1.21e-05,1.862e-05,2.472e-05,3.666e-05,1.128e-05,3.704e-05,6.78e-06,3.229e-05,8.85e-06,3.389e-05,7.75e-06,1.21e-05,4.508e-05,2.825e-05,1.246e-05,1.462e-05,1.076e-05,2.905e-05,9.43e-06,1.662e-05,1.475e-05,7.57e-06,1.244e-05,3.13e-06,1.236e-05,1.968e-05,2.915e-05,1.908e-05,2.223e-05,1.577e-05,9.26e-06,1.833e-05,1.743e-05,8.14e-06,8.35e-06,1.773e-05,1.567e-05,2.12e-05,6.78e-06,2.064e-05,2.197e-05,9.66e-06,2.045e-05,3.067e-05,1.505e-05,2.51e-05,1.01e-05,1.872e-05,1.449e-05,2.367e-05,9.35e-06,2.406e-05,9.76e-06,7.96e-06,1.504e-05,3.428e-05,4.33e-06,1.327e-05,9.04e-06,6.42e-06,1.967e-05,3.24e-06,4.4e-06,2.139e-05,1.541e-05,1.221e-05,1.276e-05,3.58e-06,1.481e-05,9.98e-06,1.114e-05,8.03e-06,2.155e-05,4.71e-06,7.39e-06,1.358e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xylella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69e-06,4.5e-06,5.28e-06,1.668e-05,2.095e-05,8.93e-06,1.936e-05,8.67e-06,7.52e-06,9.89e-06,7.22e-06,1.768e-05,2.111e-05,6.08e-06,1.536e-05,5.21e-06,2.598e-05,1.289e-05,2.034e-05,7.59e-06,8.28e-06,3.333e-05,1.749e-05,6.09e-06,6.89e-06,8.32e-06,1.379e-05,6.57e-06,1.501e-05,1.159e-05,5.5e-06,8.62e-06,6.72e-06,9.07e-06,1.323e-05,1.28e-05,1.377e-05,1.035e-05,8.09e-06,5.6e-06,1.026e-05,7.47e-06,5.49e-06,9.481e-05,1.152e-05,5.52e-06,1.338e-05,3.88e-06,1.129e-05,9.75e-06,6.38e-06,1.138e-05,1.772e-05,1.013e-05,9.39e-06,1.049e-05,1.158e-05,8.4e-06,8.5e-06,4.97e-06,8.08e-06,6.68e-06,3.77e-06,7.48e-06,1.153e-05,3.96e-06,6.62e-06,5.38e-06,5.84e-06,9.49e-06,5.48e-06,8.23e-06,1.073e-05,9.24e-06,7.53e-06,8.14e-06,5.85e-06,5.41e-06,7.94e-06,9.19e-06,5.82e-06,8.78e-06,5.07e-06,7.9e-06,5.87e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zymomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98e-06,4.93e-06,5.64e-06,2.033e-05,1.796e-05,1.522e-05,2.092e-05,1.3e-05,7.71e-06,9.87e-06,1.085e-05,9.46e-06,2.345e-05,6.75e-06,2.144e-05,1.246e-05,3.158e-05,1.089e-05,3.377e-05,8.41e-06,1.503e-05,3.422e-05,2.189e-05,7.06e-06,1.517e-05,1.175e-05,1.813e-05,1.317e-05,4.057e-05,8.51e-06,7.66e-06,1.034e-05,7.56e-06,1.982e-05,1.359e-05,1.355e-05,2.375e-05,1.246e-05,1.197e-05,5.71e-06,1.659e-05,1.402e-05,7.55e-06,6.26e-06,1.396e-05,1.18e-05,1.544e-05,3.06e-06,1.102e-05,9.13e-06,6.31e-06,9.92e-06,1.277e-05,1.02e-05,1.326e-05,1.163e-05,1.291e-05,1.156e-05,9.98e-06,1.254e-05,8.57e-06,8.32e-06,4.89e-06,1.27e-05,1.497e-05,6.38e-06,2.342e-05,8.23e-06,1.809e-05,8.42e-06,4.49e-06,6.33e-06,1.917e-05,1.417e-05,7.77e-06,7.95e-06,1.3e-06,9.05e-06,7.98e-06,1.243e-05,1.066e-05,1.251e-05,5.86e-06,6.44e-06,9.11e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Papillibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.445e-05,0.00011743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063458,0,0,0,0
"Anaerovorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028953,0,0.00043758,0.0010758,0.02454467,0.00079176,0.00054379,0,0,0,0,0.00059434,0.00045301,0.0016763,0.00204188,0,0.00066055,0.00249677,0,0,0.00061308,0.00205272,0.00229833,0.00305196,0,0.00057872,0.0010741,0,0,0,0.00064006,0.00102139,0.00047326,0.0016084,0.00154275,0.00097328,0,0.00213455,0.00174718,0,0.00164377,0.00073817,0,0,0,0.00198556,0.00091473,0.00024568,0.00112936,0.00075391,0.00196107,0.00144724,0,0.01461698,0.00212291,0,0.00075934,0.00059295,0,0,0,0.00311472,0.00072322,0.00077015,0.00061084,0.00105806,0.00075591,0,0.00211915,0,0.00328099,0,0,0.00083723,0.0016181,0,0.00057144,0,0,0,0,0.00075289,0,0.00109988,0.00051594,0.00316115,0.00220791,0.00060347,0.00026721,0,0.00124166,0.00055814,0.00276827,0.00025306,0.00050325,0.00034673,0.00013742,0.00215004,0.00051634,0.0010133,0.00084066,0.00039808,0,0.00039421,0.00025503,0,0.00203829,0.00072558,0.00222198,0.00053646,0,0.00253563,0,0,0,0.00838058,0,0,0.00479224,0.001344,0.00059109,0.00046937,0,0,0,0.00065809,0.00151442,0.00087393,0.0024588,0.00306358,0.00217333,0,0.00203733,0.0005932,0,0.00040587,0,0,0,0,0.00242169,0.00340995,0,0.00259432,0,0.00112226,0,0.01176081,0,0.00256173,0.00110232,0.01121027,0.00172623,0.00040552
"Parasporobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045698,0,0,0,0,0,0.00015235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.413e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085783,0,0,0,0,0.00027098,0,0,0,0,0.0003159,0,0,6.361e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081671,0,0
"Chrysiogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118369,0,0.00238215,0.00115907,0.00179311,0,0,0,0,0,0,0,0,0,0,0,0.00777687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01308194,0.01150225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.697e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921963,0.01171503,0,0,0
"Sarcina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690359,0,0,0,0,0,0,0,0.00469976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050549,5.134e-05,8.925e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957415,0.13630241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124827,0,0,0,0,0,0,0,0,0,0,0,0,0.00103403,0,0,0,0,0,0.00126946,0,0,0,0,0,0,0,0,0.00161867,0,0,0.17315088,0.1265148,0,0,0.00044898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34744306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03397955,0,0,0,0.00146975,0,0,0.00876687,0,0,0,0,0,0,0,0,0.00708091,0,0,0
